"","track_title","word","decade","n"
"797","Physical","hard",1980,1
"798","Physical","holdin",1980,1
"799","Physical","horizontally",1980,1
"800","Physical","intimate",1980,1
"801","Physical","left",1980,1
"802","Physical","mentally",1980,1
"803","Physical","movie",1980,1
"804","Physical","patient",1980,1
"805","Physical","restaurant",1980,1
"806","Physical","suggestive",1980,1
"807","Physical","table",1980,1
"808","Physical","understand",1980,1
"809","Physical","view",1980,1
"810","Shape of You","backseat",2010,1
"811","Shape of You","bag",2010,1
"812","Shape of You","bar",2010,1
"813","Shape of You","begin",2010,1
"814","Shape of You","chance",2010,1
"815","Shape of You","club",2010,1
"816","Shape of You","conversation",2010,1
"817","Shape of You","dance",2010,1
"818","Shape of You","date",2010,1
"819","Shape of You","drinking",2010,1
"820","Shape of You","driver",2010,1
"821","Shape of You","eat",2010,1
"822","Shape of You","family",2010,1
"823","Shape of You","fast",2010,1
"824","Shape of You","friends",2010,1
"825","Shape of You","hand",2010,1
"826","Shape of You","jukebox",2010,1
"827","Shape of You","kiss",2010,1
"828","Shape of You","leave",2010,1
"829","Shape of You","lover",2010,1
"830","Shape of You","plate",2010,1
"831","Shape of You","play",2010,1
"832","Shape of You","radio",2010,1
"833","Shape of You","shots",2010,1
"834","Shape of You","slow",2010,1
"835","Shape of You","sour",2010,1
"836","Shape of You","stop",2010,1
"837","Shape of You","story",2010,1
"838","Shape of You","sweet",2010,1
"839","Shape of You","table",2010,1
"840","Shape of You","taxi",2010,1
"841","Shape of You","thrifty",2010,1
"842","Shape of You","trust",2010,1
"843","Shape of You","van",2010,1
"844","Shape of You","week",2010,1
"845","Too Close","bad",1990,1
"846","Too Close","dance",1990,1
"847","Too Close","deny",1990,1
"848","Too Close","hold",1990,1
"849","Too Close","i'ma",1990,1
"850","Too Close","idea",1990,1
"851","Too Close","makes",1990,1
"852","Too Close","naked",1990,1
"853","Too Close","requested",1990,1
"854","Too Close","sexin",1990,1
"855","Too Close","sexually",1990,1
"856","Too Close","songs",1990,1
"857","Un-Break My Heart","arms",1990,1
"858","Un-Break My Heart","baby",1990,1
"859","Un-Break My Heart","cruel",1990,1
"860","Un-Break My Heart","darlin",1990,1
"861","Un-Break My Heart","day",1990,1
"862","Un-Break My Heart","forget",1990,1
"863","Un-Break My Heart","goodbye",1990,1
"864","Un-Break My Heart","hold",1990,1
"865","Un-Break My Heart","joy",1990,1
"866","Un-Break My Heart","kiss",1990,1
"867","Un-Break My Heart","left",1990,1
"868","Un-Break My Heart","sad",1990,1
"869","Un-Break My Heart","smile",1990,1
"870","Un-Break My Heart","sweet",1990,1
"871","Un-Break My Heart","time",1990,1
"872","Un-Break My Heart","word",1990,1
"873","Uptown Funk","aww",2010,1
"874","Uptown Funk","bitch",2010,1
"875","Uptown Funk","brag",2010,1
"876","Uptown Funk","check",2010,1
"877","Uptown Funk","chucks",2010,1
"878","Uptown Funk","city",2010,1
"879","Uptown Funk","cold",2010,1
"880","Uptown Funk","cup",2010,1
"881","Uptown Funk","fill",2010,1
"882","Uptown Funk","freaky",2010,1
"883","Uptown Funk","fresh",2010,1
"884","Uptown Funk","gold",2010,1
"885","Uptown Funk","gotta",2010,1
"886","Uptown Funk","harlem",2010,1
"887","Uptown Funk","hollywood",2010,1
"888","Uptown Funk","hood",2010,1
"889","Uptown Funk","ice",2010,1
"890","Uptown Funk","jackson",2010,1
"891","Uptown Funk","jar",2010,1
"892","Uptown Funk","julio",2010,1
"893","Uptown Funk","kiss",2010,1
"894","Uptown Funk","laurent",2010,1
"895","Uptown Funk","leave",2010,1
"896","Uptown Funk","lemme",2010,1
"897","Uptown Funk","lil",2010,1
"898","Uptown Funk","liquor",2010,1
"899","Uptown Funk","livin",2010,1
"900","Uptown Funk","masterpieces",2010,1
"901","Uptown Funk","michelle",2010,1
"902","Uptown Funk","minute",2010,1
"903","Uptown Funk","mississippi",2010,1
"904","Uptown Funk","mwah",2010,1
"905","Uptown Funk","ow",2010,1
"906","Uptown Funk","pfeiffer",2010,1
"907","Uptown Funk","pretty",2010,1
"908","Uptown Funk","ride",2010,1
"909","Uptown Funk","saint",2010,1
"910","Uptown Funk","sign",2010,1
"911","Uptown Funk","sip",2010,1
"912","Uptown Funk","skippy",2010,1
"913","Uptown Funk","smoother",2010,1
"914","Uptown Funk","stop",2010,1
"915","Uptown Funk","straight",2010,1
"916","Uptown Funk","stretch",2010,1
"917","Uptown Funk","stylin",2010,1
"918","Uptown Funk","wait",2010,1
"919","Uptown Funk","white",2010,1
"920","Uptown Funk","wilin",2010,1
"921","Uptown Funk","y'all",2010,1
"922","Yeah!","alright",2000,1
"923","Yeah!","baby",2000,1
"924","Yeah!","bed",2000,1
"925","Yeah!","bend",2000,1
"926","Yeah!","birthday",2000,1
"927","Yeah!","blow",2000,1
"928","Yeah!","bring",2000,1
"929","Yeah!","certified",2000,1
"930","Yeah!","chance",2000,1
"931","Yeah!","checking",2000,1
"932","Yeah!","chill",2000,1
"933","Yeah!","clothes",2000,1
"934","Yeah!","conspicuous",2000,1
"935","Yeah!","conversation",2000,1
"936","Yeah!","cow",2000,1
"937","Yeah!","cups",2000,1
"938","Yeah!","cut",2000,1
"939","Yeah!","cutting",2000,1
"940","Yeah!","d's",2000,1
"941","Yeah!","dead",2000,1
"942","Yeah!","decided",2000,1
"943","Yeah!","double",2000,1
"944","Yeah!","drink",2000,1
"945","Yeah!","ear",2000,1
"946","Yeah!","feeling",2000,1
"947","Yeah!","feels",2000,1
"948","Yeah!","fill",2000,1
"949","Yeah!","floor",2000,1
"950","Yeah!","flow",2000,1
"951","Yeah!","foot",2000,1
"952","Yeah!","forget",2000,1
"953","Yeah!","freak",2000,1
"954","Yeah!","front",2000,1
"955","Yeah!","gimme",2000,1
"956","Yeah!","gonna",2000,1
"957","Yeah!","heavy",2000,1
"958","Yeah!","hell",2000,1
"959","Yeah!","hold",2000,1
"960","Yeah!","hundred",2000,1
"961","Yeah!","idea",2000,1
"962","Yeah!","jag",2000,1
"963","Yeah!","key",2000,1
"964","Yeah!","lady",2000,1
"965","Yeah!","lead",2000,1
"966","Yeah!","leaves",2000,1
"967","Yeah!","left",2000,1
"968","Yeah!","luda",2000,1
"969","Yeah!","milk",2000,1
"970","Yeah!","ohh",2000,1
"971","Yeah!","outfit's",2000,1
"972","Yeah!","patrol",2000,1
"973","Yeah!","peace",2000,1
"974","Yeah!","pinky's",2000,1
"975","Yeah!","prowl",2000,1
"976","Yeah!","real",2000,1
"977","Yeah!","rhythm",2000,1
"978","Yeah!","ridiculous",2000,1
"979","Yeah!","roar",2000,1
"980","Yeah!","rolls",2000,1
"981","Yeah!","spit",2000,1
"982","Yeah!","spitting",2000,1
"983","Yeah!","steady",2000,1
"984","Yeah!","stop",2000,1
"985","Yeah!","street",2000,1
"986","Yeah!","suit",2000,1
"987","Yeah!","supposed",2000,1
"988","Yeah!","ten",2000,1
"989","Yeah!","thinking",2000,1
"990","Yeah!","thousand",2000,1
"991","Yeah!","til",2000,1
"992","Yeah!","toes",2000,1
"993","Yeah!","touch",2000,1
"994","Yeah!","truth",2000,1
"995","Yeah!","twenty",2000,1
"996","Yeah!","ursh",2000,1
"997","Yeah!","ursher",2000,1
"998","Yeah!","valued",2000,1
"999","Yeah!","voice",2000,1
"1000","Yeah!","women",2000,1
"1001","Yeah!",NA,2000,1
